document_path,document_name,company_name,report_type,report_year,page_number,table_count
financebench/MGMRESORTS_2022_10K.pdf,MGMRESORTS_2022_10K,MGMRESORTS,10K,2022,14,1
financebench/MGMRESORTS_2022_10K.pdf,MGMRESORTS_2022_10K,MGMRESORTS,10K,2022,30,1
financebench/MGMRESORTS_2022_10K.pdf,MGMRESORTS_2022_10K,MGMRESORTS,10K,2022,32,1
financebench/MGMRESORTS_2022_10K.pdf,MGMRESORTS_2022_10K,MGMRESORTS,10K,2022,33,1
financebench/MGMRESORTS_2022_10K.pdf,MGMRESORTS_2022_10K,MGMRESORTS,10K,2022,37,1
financebench/MGMRESORTS_2022_10K.pdf,MGMRESORTS_2022_10K,MGMRESORTS,10K,2022,38,1
financebench/MGMRESORTS_2022_10K.pdf,MGMRESORTS_2022_10K,MGMRESORTS,10K,2022,43,1
financebench/MGMRESORTS_2022_10K.pdf,MGMRESORTS_2022_10K,MGMRESORTS,10K,2022,45,1
financebench/MGMRESORTS_2022_10K.pdf,MGMRESORTS_2022_10K,MGMRESORTS,10K,2022,49,1
financebench/MGMRESORTS_2022_10K.pdf,MGMRESORTS_2022_10K,MGMRESORTS,10K,2022,53,1
financebench/MGMRESORTS_2022_10K.pdf,MGMRESORTS_2022_10K,MGMRESORTS,10K,2022,59,1
financebench/MGMRESORTS_2022_10K.pdf,MGMRESORTS_2022_10K,MGMRESORTS,10K,2022,60,1
financebench/MGMRESORTS_2022_10K.pdf,MGMRESORTS_2022_10K,MGMRESORTS,10K,2022,61,1
financebench/MGMRESORTS_2022_10K.pdf,MGMRESORTS_2022_10K,MGMRESORTS,10K,2022,62,1
financebench/MGMRESORTS_2022_10K.pdf,MGMRESORTS_2022_10K,MGMRESORTS,10K,2022,64,1
financebench/MGMRESORTS_2022_10K.pdf,MGMRESORTS_2022_10K,MGMRESORTS,10K,2022,69,1
financebench/MGMRESORTS_2022_10K.pdf,MGMRESORTS_2022_10K,MGMRESORTS,10K,2022,70,1
financebench/MGMRESORTS_2022_10K.pdf,MGMRESORTS_2022_10K,MGMRESORTS,10K,2022,72,1
financebench/MGMRESORTS_2022_10K.pdf,MGMRESORTS_2022_10K,MGMRESORTS,10K,2022,75,1
financebench/MGMRESORTS_2022_10K.pdf,MGMRESORTS_2022_10K,MGMRESORTS,10K,2022,76,1
financebench/MGMRESORTS_2022_10K.pdf,MGMRESORTS_2022_10K,MGMRESORTS,10K,2022,78,1
financebench/MGMRESORTS_2022_10K.pdf,MGMRESORTS_2022_10K,MGMRESORTS,10K,2022,82,1
financebench/MGMRESORTS_2022_10K.pdf,MGMRESORTS_2022_10K,MGMRESORTS,10K,2022,85,1
financebench/MGMRESORTS_2022_10K.pdf,MGMRESORTS_2022_10K,MGMRESORTS,10K,2022,88,1
financebench/MGMRESORTS_2022_10K.pdf,MGMRESORTS_2022_10K,MGMRESORTS,10K,2022,89,1
financebench/MGMRESORTS_2022_10K.pdf,MGMRESORTS_2022_10K,MGMRESORTS,10K,2022,90,1
financebench/MGMRESORTS_2022_10K.pdf,MGMRESORTS_2022_10K,MGMRESORTS,10K,2022,92,1
financebench/MGMRESORTS_2022_10K.pdf,MGMRESORTS_2022_10K,MGMRESORTS,10K,2022,94,1
financebench/MGMRESORTS_2022_10K.pdf,MGMRESORTS_2022_10K,MGMRESORTS,10K,2022,95,1
financebench/MGMRESORTS_2022_10K.pdf,MGMRESORTS_2022_10K,MGMRESORTS,10K,2022,97,1
financebench/MGMRESORTS_2022_10K.pdf,MGMRESORTS_2022_10K,MGMRESORTS,10K,2022,99,1
financebench/MGMRESORTS_2022_10K.pdf,MGMRESORTS_2022_10K,MGMRESORTS,10K,2022,100,1
financebench/MGMRESORTS_2022_10K.pdf,MGMRESORTS_2022_10K,MGMRESORTS,10K,2022,202,1
financebench/AMCOR_2020_10K.pdf,AMCOR_2020_10K,AMCOR,10K,2020,1,1
financebench/AMCOR_2020_10K.pdf,AMCOR_2020_10K,AMCOR,10K,2020,9,1
financebench/AMCOR_2020_10K.pdf,AMCOR_2020_10K,AMCOR,10K,2020,21,1
financebench/AMCOR_2020_10K.pdf,AMCOR_2020_10K,AMCOR,10K,2020,23,1
financebench/AMCOR_2020_10K.pdf,AMCOR_2020_10K,AMCOR,10K,2020,24,1
financebench/AMCOR_2020_10K.pdf,AMCOR_2020_10K,AMCOR,10K,2020,29,1
financebench/AMCOR_2020_10K.pdf,AMCOR_2020_10K,AMCOR,10K,2020,30,1
financebench/AMCOR_2020_10K.pdf,AMCOR_2020_10K,AMCOR,10K,2020,31,1
financebench/AMCOR_2020_10K.pdf,AMCOR_2020_10K,AMCOR,10K,2020,32,1
financebench/AMCOR_2020_10K.pdf,AMCOR_2020_10K,AMCOR,10K,2020,35,1
financebench/AMCOR_2020_10K.pdf,AMCOR_2020_10K,AMCOR,10K,2020,37,1
financebench/AMCOR_2020_10K.pdf,AMCOR_2020_10K,AMCOR,10K,2020,39,1
financebench/AMCOR_2020_10K.pdf,AMCOR_2020_10K,AMCOR,10K,2020,48,1
financebench/AMCOR_2020_10K.pdf,AMCOR_2020_10K,AMCOR,10K,2020,49,1
financebench/AMCOR_2020_10K.pdf,AMCOR_2020_10K,AMCOR,10K,2020,50,1
financebench/AMCOR_2020_10K.pdf,AMCOR_2020_10K,AMCOR,10K,2020,51,1
financebench/AMCOR_2020_10K.pdf,AMCOR_2020_10K,AMCOR,10K,2020,52,1
financebench/AMCOR_2020_10K.pdf,AMCOR_2020_10K,AMCOR,10K,2020,56,1
financebench/AMCOR_2020_10K.pdf,AMCOR_2020_10K,AMCOR,10K,2020,57,1
financebench/AMCOR_2020_10K.pdf,AMCOR_2020_10K,AMCOR,10K,2020,61,1
financebench/AMCOR_2020_10K.pdf,AMCOR_2020_10K,AMCOR,10K,2020,62,1
financebench/AMCOR_2020_10K.pdf,AMCOR_2020_10K,AMCOR,10K,2020,65,1
financebench/AMCOR_2020_10K.pdf,AMCOR_2020_10K,AMCOR,10K,2020,69,1
financebench/AMCOR_2020_10K.pdf,AMCOR_2020_10K,AMCOR,10K,2020,71,1
financebench/AMCOR_2020_10K.pdf,AMCOR_2020_10K,AMCOR,10K,2020,77,1
financebench/AMCOR_2020_10K.pdf,AMCOR_2020_10K,AMCOR,10K,2020,80,1
financebench/AMCOR_2020_10K.pdf,AMCOR_2020_10K,AMCOR,10K,2020,91,1
financebench/AMCOR_2020_10K.pdf,AMCOR_2020_10K,AMCOR,10K,2020,92,1
financebench/AMCOR_2020_10K.pdf,AMCOR_2020_10K,AMCOR,10K,2020,93,1
financebench/AMCOR_2020_10K.pdf,AMCOR_2020_10K,AMCOR,10K,2020,95,1
financebench/AMCOR_2020_10K.pdf,AMCOR_2020_10K,AMCOR,10K,2020,96,1
financebench/AMCOR_2020_10K.pdf,AMCOR_2020_10K,AMCOR,10K,2020,97,1
financebench/AMCOR_2020_10K.pdf,AMCOR_2020_10K,AMCOR,10K,2020,101,1
financebench/AMCOR_2020_10K.pdf,AMCOR_2020_10K,AMCOR,10K,2020,105,1
financebench/AMCOR_2020_10K.pdf,AMCOR_2020_10K,AMCOR,10K,2020,109,1
financebench/AMCOR_2020_10K.pdf,AMCOR_2020_10K,AMCOR,10K,2020,111,1
financebench/AMCOR_2020_10K.pdf,AMCOR_2020_10K,AMCOR,10K,2020,112,1
financebench/AMCOR_2020_10K.pdf,AMCOR_2020_10K,AMCOR,10K,2020,115,1
financebench/AMCOR_2020_10K.pdf,AMCOR_2020_10K,AMCOR,10K,2020,116,1
financebench/AMCOR_2020_10K.pdf,AMCOR_2020_10K,AMCOR,10K,2020,117,1
financebench/AMCOR_2020_10K.pdf,AMCOR_2020_10K,AMCOR,10K,2020,118,1
financebench/AMCOR_2020_10K.pdf,AMCOR_2020_10K,AMCOR,10K,2020,119,1
financebench/AMCOR_2020_10K.pdf,AMCOR_2020_10K,AMCOR,10K,2020,120,1
financebench/AMCOR_2020_10K.pdf,AMCOR_2020_10K,AMCOR,10K,2020,122,1
financebench/AMCOR_2020_10K.pdf,AMCOR_2020_10K,AMCOR,10K,2020,138,1
financebench/AMCOR_2020_10K.pdf,AMCOR_2020_10K,AMCOR,10K,2020,148,1
financebench/AMCOR_2020_10K.pdf,AMCOR_2020_10K,AMCOR,10K,2020,149,1
financebench/AMCOR_2020_10K.pdf,AMCOR_2020_10K,AMCOR,10K,2020,150,1
financebench/AMCOR_2020_10K.pdf,AMCOR_2020_10K,AMCOR,10K,2020,180,1
financebench/AMCOR_2020_10K.pdf,AMCOR_2020_10K,AMCOR,10K,2020,184,1
financebench/AMCOR_2020_10K.pdf,AMCOR_2020_10K,AMCOR,10K,2020,189,1
financebench/VERIZON_2021_10K.pdf,VERIZON_2021_10K,VERIZON,10K,2021,1,1
financebench/VERIZON_2021_10K.pdf,VERIZON_2021_10K,VERIZON,10K,2021,2,1
financebench/VERIZON_2021_10K.pdf,VERIZON_2021_10K,VERIZON,10K,2021,18,1
financebench/VERIZON_2021_10K.pdf,VERIZON_2021_10K,VERIZON,10K,2021,24,1
financebench/VERIZON_2021_10K.pdf,VERIZON_2021_10K,VERIZON,10K,2021,26,1
financebench/VERIZON_2021_10K.pdf,VERIZON_2021_10K,VERIZON,10K,2021,28,1
financebench/VERIZON_2021_10K.pdf,VERIZON_2021_10K,VERIZON,10K,2021,29,1
financebench/VERIZON_2021_10K.pdf,VERIZON_2021_10K,VERIZON,10K,2021,31,1
financebench/VERIZON_2021_10K.pdf,VERIZON_2021_10K,VERIZON,10K,2021,33,1
financebench/VERIZON_2021_10K.pdf,VERIZON_2021_10K,VERIZON,10K,2021,36,1
financebench/VERIZON_2021_10K.pdf,VERIZON_2021_10K,VERIZON,10K,2021,39,1
financebench/VERIZON_2021_10K.pdf,VERIZON_2021_10K,VERIZON,10K,2021,40,1
financebench/VERIZON_2021_10K.pdf,VERIZON_2021_10K,VERIZON,10K,2021,43,1
financebench/VERIZON_2021_10K.pdf,VERIZON_2021_10K,VERIZON,10K,2021,46,1
financebench/VERIZON_2021_10K.pdf,VERIZON_2021_10K,VERIZON,10K,2021,51,1
financebench/VERIZON_2021_10K.pdf,VERIZON_2021_10K,VERIZON,10K,2021,52,1
financebench/VERIZON_2021_10K.pdf,VERIZON_2021_10K,VERIZON,10K,2021,53,1
financebench/VERIZON_2021_10K.pdf,VERIZON_2021_10K,VERIZON,10K,2021,54,1
financebench/VERIZON_2021_10K.pdf,VERIZON_2021_10K,VERIZON,10K,2021,55,1
financebench/VERIZON_2021_10K.pdf,VERIZON_2021_10K,VERIZON,10K,2021,59,1
financebench/VERIZON_2021_10K.pdf,VERIZON_2021_10K,VERIZON,10K,2021,65,1
financebench/VERIZON_2021_10K.pdf,VERIZON_2021_10K,VERIZON,10K,2021,66,1
financebench/VERIZON_2021_10K.pdf,VERIZON_2021_10K,VERIZON,10K,2021,67,1
financebench/VERIZON_2021_10K.pdf,VERIZON_2021_10K,VERIZON,10K,2021,69,1
financebench/VERIZON_2021_10K.pdf,VERIZON_2021_10K,VERIZON,10K,2021,70,1
financebench/VERIZON_2021_10K.pdf,VERIZON_2021_10K,VERIZON,10K,2021,75,1
financebench/VERIZON_2021_10K.pdf,VERIZON_2021_10K,VERIZON,10K,2021,78,1
financebench/VERIZON_2021_10K.pdf,VERIZON_2021_10K,VERIZON,10K,2021,79,1
financebench/VERIZON_2021_10K.pdf,VERIZON_2021_10K,VERIZON,10K,2021,82,1
financebench/VERIZON_2021_10K.pdf,VERIZON_2021_10K,VERIZON,10K,2021,87,1
financebench/VERIZON_2021_10K.pdf,VERIZON_2021_10K,VERIZON,10K,2021,88,1
financebench/VERIZON_2021_10K.pdf,VERIZON_2021_10K,VERIZON,10K,2021,89,1
financebench/VERIZON_2021_10K.pdf,VERIZON_2021_10K,VERIZON,10K,2021,90,1
financebench/VERIZON_2021_10K.pdf,VERIZON_2021_10K,VERIZON,10K,2021,97,1
financebench/VERIZON_2021_10K.pdf,VERIZON_2021_10K,VERIZON,10K,2021,100,1
financebench/VERIZON_2021_10K.pdf,VERIZON_2021_10K,VERIZON,10K,2021,104,1
financebench/VERIZON_2021_10K.pdf,VERIZON_2021_10K,VERIZON,10K,2021,110,1
financebench/VERIZON_2021_10K.pdf,VERIZON_2021_10K,VERIZON,10K,2021,112,1
financebench/NIKE_2019_10K.pdf,NIKE_2019_10K,NIKE,10K,2019,1,1
financebench/NIKE_2019_10K.pdf,NIKE_2019_10K,NIKE,10K,2019,2,1
financebench/NIKE_2019_10K.pdf,NIKE_2019_10K,NIKE,10K,2019,9,1
financebench/NIKE_2019_10K.pdf,NIKE_2019_10K,NIKE,10K,2019,22,1
financebench/NIKE_2019_10K.pdf,NIKE_2019_10K,NIKE,10K,2019,24,1
financebench/NIKE_2019_10K.pdf,NIKE_2019_10K,NIKE,10K,2019,25,1
financebench/NIKE_2019_10K.pdf,NIKE_2019_10K,NIKE,10K,2019,28,1
financebench/NIKE_2019_10K.pdf,NIKE_2019_10K,NIKE,10K,2019,29,1
financebench/NIKE_2019_10K.pdf,NIKE_2019_10K,NIKE,10K,2019,32,1
financebench/NIKE_2019_10K.pdf,NIKE_2019_10K,NIKE,10K,2019,34,1
financebench/NIKE_2019_10K.pdf,NIKE_2019_10K,NIKE,10K,2019,37,1
financebench/NIKE_2019_10K.pdf,NIKE_2019_10K,NIKE,10K,2019,41,1
financebench/NIKE_2019_10K.pdf,NIKE_2019_10K,NIKE,10K,2019,47,1
financebench/NIKE_2019_10K.pdf,NIKE_2019_10K,NIKE,10K,2019,52,1
financebench/NIKE_2019_10K.pdf,NIKE_2019_10K,NIKE,10K,2019,53,1
financebench/NIKE_2019_10K.pdf,NIKE_2019_10K,NIKE,10K,2019,54,1
financebench/NIKE_2019_10K.pdf,NIKE_2019_10K,NIKE,10K,2019,55,1
financebench/NIKE_2019_10K.pdf,NIKE_2019_10K,NIKE,10K,2019,56,1
financebench/NIKE_2019_10K.pdf,NIKE_2019_10K,NIKE,10K,2019,57,1
financebench/NIKE_2019_10K.pdf,NIKE_2019_10K,NIKE,10K,2019,64,1
financebench/NIKE_2019_10K.pdf,NIKE_2019_10K,NIKE,10K,2019,70,1
financebench/NIKE_2019_10K.pdf,NIKE_2019_10K,NIKE,10K,2019,73,1
financebench/NIKE_2019_10K.pdf,NIKE_2019_10K,NIKE,10K,2019,76,1
financebench/NIKE_2019_10K.pdf,NIKE_2019_10K,NIKE,10K,2019,80,1
financebench/NIKE_2019_10K.pdf,NIKE_2019_10K,NIKE,10K,2019,82,1
financebench/NIKE_2019_10K.pdf,NIKE_2019_10K,NIKE,10K,2019,84,1
financebench/NIKE_2019_10K.pdf,NIKE_2019_10K,NIKE,10K,2019,85,1
financebench/NIKE_2019_10K.pdf,NIKE_2019_10K,NIKE,10K,2019,90,1
financebench/NIKE_2019_10K.pdf,NIKE_2019_10K,NIKE,10K,2019,91,1
financebench/NIKE_2019_10K.pdf,NIKE_2019_10K,NIKE,10K,2019,94,1
financebench/CVSHEALTH_2022_10K.pdf,CVSHEALTH_2022_10K,CVSHEALTH,10K,2022,3,1
financebench/CVSHEALTH_2022_10K.pdf,CVSHEALTH_2022_10K,CVSHEALTH,10K,2022,13,1
financebench/CVSHEALTH_2022_10K.pdf,CVSHEALTH_2022_10K,CVSHEALTH,10K,2022,70,1
financebench/CVSHEALTH_2022_10K.pdf,CVSHEALTH_2022_10K,CVSHEALTH,10K,2022,75,1
financebench/CVSHEALTH_2022_10K.pdf,CVSHEALTH_2022_10K,CVSHEALTH,10K,2022,78,1
financebench/CVSHEALTH_2022_10K.pdf,CVSHEALTH_2022_10K,CVSHEALTH,10K,2022,81,1
financebench/CVSHEALTH_2022_10K.pdf,CVSHEALTH_2022_10K,CVSHEALTH,10K,2022,82,1
financebench/CVSHEALTH_2022_10K.pdf,CVSHEALTH_2022_10K,CVSHEALTH,10K,2022,83,1
financebench/CVSHEALTH_2022_10K.pdf,CVSHEALTH_2022_10K,CVSHEALTH,10K,2022,85,1
financebench/CVSHEALTH_2022_10K.pdf,CVSHEALTH_2022_10K,CVSHEALTH,10K,2022,88,1
financebench/CVSHEALTH_2022_10K.pdf,CVSHEALTH_2022_10K,CVSHEALTH,10K,2022,91,1
financebench/CVSHEALTH_2022_10K.pdf,CVSHEALTH_2022_10K,CVSHEALTH,10K,2022,93,1
financebench/CVSHEALTH_2022_10K.pdf,CVSHEALTH_2022_10K,CVSHEALTH,10K,2022,104,1
financebench/CVSHEALTH_2022_10K.pdf,CVSHEALTH_2022_10K,CVSHEALTH,10K,2022,108,1
financebench/CVSHEALTH_2022_10K.pdf,CVSHEALTH_2022_10K,CVSHEALTH,10K,2022,109,1
financebench/CVSHEALTH_2022_10K.pdf,CVSHEALTH_2022_10K,CVSHEALTH,10K,2022,111,1
financebench/CVSHEALTH_2022_10K.pdf,CVSHEALTH_2022_10K,CVSHEALTH,10K,2022,112,1
financebench/CVSHEALTH_2022_10K.pdf,CVSHEALTH_2022_10K,CVSHEALTH,10K,2022,113,1
financebench/CVSHEALTH_2022_10K.pdf,CVSHEALTH_2022_10K,CVSHEALTH,10K,2022,115,1
financebench/CVSHEALTH_2022_10K.pdf,CVSHEALTH_2022_10K,CVSHEALTH,10K,2022,118,1
financebench/CVSHEALTH_2022_10K.pdf,CVSHEALTH_2022_10K,CVSHEALTH,10K,2022,119,1
financebench/CVSHEALTH_2022_10K.pdf,CVSHEALTH_2022_10K,CVSHEALTH,10K,2022,128,1
financebench/CVSHEALTH_2022_10K.pdf,CVSHEALTH_2022_10K,CVSHEALTH,10K,2022,132,1
financebench/CVSHEALTH_2022_10K.pdf,CVSHEALTH_2022_10K,CVSHEALTH,10K,2022,135,1
financebench/CVSHEALTH_2022_10K.pdf,CVSHEALTH_2022_10K,CVSHEALTH,10K,2022,138,1
financebench/CVSHEALTH_2022_10K.pdf,CVSHEALTH_2022_10K,CVSHEALTH,10K,2022,139,1
financebench/CVSHEALTH_2022_10K.pdf,CVSHEALTH_2022_10K,CVSHEALTH,10K,2022,142,1
financebench/CVSHEALTH_2022_10K.pdf,CVSHEALTH_2022_10K,CVSHEALTH,10K,2022,144,1
financebench/CVSHEALTH_2022_10K.pdf,CVSHEALTH_2022_10K,CVSHEALTH,10K,2022,146,1
financebench/CVSHEALTH_2022_10K.pdf,CVSHEALTH_2022_10K,CVSHEALTH,10K,2022,153,1
financebench/CVSHEALTH_2022_10K.pdf,CVSHEALTH_2022_10K,CVSHEALTH,10K,2022,154,1
financebench/CVSHEALTH_2022_10K.pdf,CVSHEALTH_2022_10K,CVSHEALTH,10K,2022,155,1
financebench/CVSHEALTH_2022_10K.pdf,CVSHEALTH_2022_10K,CVSHEALTH,10K,2022,158,1
financebench/CVSHEALTH_2022_10K.pdf,CVSHEALTH_2022_10K,CVSHEALTH,10K,2022,159,1
financebench/CVSHEALTH_2022_10K.pdf,CVSHEALTH_2022_10K,CVSHEALTH,10K,2022,161,1
