document_path,document_name,company_name,report_type,report_year,page_number,table_count
financebench/ACTIVISIONBLIZZARD_2019_10K.pdf,ACTIVISIONBLIZZARD_2019_10K,ACTIVISIONBLIZZARD,10K,2019,91,3
financebench/PFIZER_2021_10K.pdf,PFIZER_2021_10K,PFIZER,10K,2021,84,3
financebench/LOCKHEEDMARTIN_2021_10K.pdf,LOCKHEEDMARTIN_2021_10K,LOCKHEEDMARTIN,10K,2021,45,2
financebench/BESTBUY_2023_10K.pdf,BESTBUY_2023_10K,BESTBUY,10K,2023,27,3
financebench/BLOCK_2020_10K.pdf,BLOCK_2020_10K,BLOCK,10K,2020,69,4
financebench/ULTABEAUTY_2023_10K.pdf,ULTABEAUTY_2023_10K,ULTABEAUTY,10K,2023,69,3
financebench/BESTBUY_2017_10K.pdf,BESTBUY_2017_10K,BESTBUY,10K,2017,99,2
financebench/MICROSOFT_2023_10K.pdf,MICROSOFT_2023_10K,MICROSOFT,10K,2023,38,2
financebench/LOCKHEEDMARTIN_2022_10K.pdf,LOCKHEEDMARTIN_2022_10K,LOCKHEEDMARTIN,10K,2022,83,2
financebench/ACTIVISIONBLIZZARD_2019_10K.pdf,ACTIVISIONBLIZZARD_2019_10K,ACTIVISIONBLIZZARD,10K,2019,109,2
financebench/WALMART_2019_10K.pdf,WALMART_2019_10K,WALMART,10K,2019,62,3
financebench/AMD_2022_10K.pdf,AMD_2022_10K,AMD,10K,2022,79,2
financebench/BLOCK_2020_10K.pdf,BLOCK_2020_10K,BLOCK,10K,2020,104,3
