document_path,document_name,company_name,report_type,report_year,page_number,table_count
financebench/JPMORGAN_2021Q1_10Q.pdf,JPMORGAN_2021Q1_10Q,JPMORGAN,10Q,2021Q1,99,1
financebench/JPMORGAN_2021Q1_10Q.pdf,JPMORGAN_2021Q1_10Q,JPMORGAN,10Q,2021Q1,30,1
financebench/JPMORGAN_2021Q1_10Q.pdf,JPMORGAN_2021Q1_10Q,JPMORGAN,10Q,2021Q1,100,1
financebench/AMCOR_2023Q2_10Q.pdf,AMCOR_2023Q2_10Q,AMCOR,10Q,2023Q2,30,1
financebench/JPMORGAN_2021Q1_10Q.pdf,JPMORGAN_2021Q1_10Q,JPMORGAN,10Q,2021Q1,19,1
financebench/JPMORGAN_2022Q2_10Q.pdf,JPMORGAN_2022Q2_10Q,JPMORGAN,10Q,2022Q2,15,1
financebench/JPMORGAN_2023Q2_10Q.pdf,JPMORGAN_2023Q2_10Q,JPMORGAN,10Q,2023Q2,125,1
financebench/COSTCO_2021_10K.pdf,COSTCO_2021_10K,COSTCO,10K,2021,36,1
financebench/AES_2022_10K.pdf,AES_2022_10K,AES,10K,2022,236,1
financebench/GENERALMILLS_2019_10K.pdf,GENERALMILLS_2019_10K,GENERALMILLS,10K,2019,45,1
financebench/COCACOLA_2021_10K.pdf,COCACOLA_2021_10K,COCACOLA,10K,2021,57,1
financebench/PAYPAL_2022_10K.pdf,PAYPAL_2022_10K,PAYPAL,10K,2022,62,1
financebench/AES_2022_10K.pdf,AES_2022_10K,AES,10K,2022,246,1
financebench/JOHNSON-JOHNSON_2022_10K.pdf,JOHNSON-JOHNSON_2022_10K,JOHNSON-JOHNSON,10K,2022,48,1
financebench/AMERICANEXPRESS_2022_10K.pdf,AMERICANEXPRESS_2022_10K,AMERICANEXPRESS,10K,2022,60,1
financebench/NIKE_2019_10K.pdf,NIKE_2019_10K,NIKE,10K,2019,90,1
financebench/ADOBE_2016_10K.pdf,ADOBE_2016_10K,ADOBE,10K,2016,63,1
financebench/CVSHEALTH_2022_10K.pdf,CVSHEALTH_2022_10K,CVSHEALTH,10K,2022,192,1
financebench/NETFLIX_2015_10K.pdf,NETFLIX_2015_10K,NETFLIX,10K,2015,23,1
financebench/PEPSICO_2022_10K.pdf,PEPSICO_2022_10K,PEPSICO,10K,2022,65,1
financebench/3M_2022_10K.pdf,3M_2022_10K,3M,10K,2022,31,1
financebench/MICROSOFT_2016_10K.pdf,MICROSOFT_2016_10K,MICROSOFT,10K,2016,82,1
financebench/PEPSICO_2021_10K.pdf,PEPSICO_2021_10K,PEPSICO,10K,2021,61,1
financebench/AES_2022_10K.pdf,AES_2022_10K,AES,10K,2022,229,1
financebench/AMERICANEXPRESS_2022_10K.pdf,AMERICANEXPRESS_2022_10K,AMERICANEXPRESS,10K,2022,68,1
financebench/COCACOLA_2021_10K.pdf,COCACOLA_2021_10K,COCACOLA,10K,2021,112,1
financebench/WALMART_2019_10K.pdf,WALMART_2019_10K,WALMART,10K,2019,36,1
financebench/NETFLIX_2017_10K.pdf,NETFLIX_2017_10K,NETFLIX,10K,2017,45,1
financebench/PFIZER_2021_10K.pdf,PFIZER_2021_10K,PFIZER,10K,2021,136,1
financebench/3M_2018_10K.pdf,3M_2018_10K,3M,10K,2018,74,1
financebench/3M_2018_10K.pdf,3M_2018_10K,3M,10K,2018,50,1
financebench/AMERICANEXPRESS_2022_10K.pdf,AMERICANEXPRESS_2022_10K,AMERICANEXPRESS,10K,2022,57,1
financebench/CORNING_2022_10K.pdf,CORNING_2022_10K,CORNING,10K,2022,83,1
financebench/AMCOR_2023_10K.pdf,AMCOR_2023_10K,AMCOR,10K,2023,29,1
financebench/ADOBE_2015_10K.pdf,ADOBE_2015_10K,ADOBE,10K,2015,72,1
